seed,candidate_id,candidate_group,layer,head,family,example_id,heldout_family_type,intervention,intervention_status,position_label,position_status,head_specific_patch,actual_patch_scope,metric,clean_score,corrupt_score,patched_score,effect_size,effect_size_status,true_expected_next_token,wrong_or_control_token,clean_prompt,corrupt_prompt,source_run,inspection_bucket
11,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0011,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.651368141174316,0.2439282315744236,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_success
10,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0003,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.651368141174316,0.2439282315744236,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_success
10,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0009,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.3407554626464844,3.712240219116211,3.843851089477539,-0.3542833671347521,ok, D, E,E F A B C D E F A B C,E A C F B D A E C F B,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0015,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.861449241638184,1.6263370513916016,1.5776700973510742,-0.2069946011284493,ok, spring, summer,summer autumn winter spring summer autumn winter,summer autumn winter spring winter summer autumn autumn,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0009,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.3407554626464844,3.712240219116211,3.7693185806274414,-0.1536492696326342,ok, D, E,E F A B C D E F A B C,E A C F B D A E C F B,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0009,positive,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.3407554626464844,3.712240219116211,3.7642574310302734,-0.1400251585243755,ok, D, E,E F A B C D E F A B C,E A C F B D A E C F B,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
11,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0015,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.8854169845581052,2.0148305892944336,2.032726287841797,-0.13828297715549,ok, west, north,north south east west north south east,north south east west east north south south,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0015,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.861449241638184,1.6263370513916016,1.5996904373168943,-0.1133357400429151,ok, spring, summer,summer autumn winter spring summer autumn winter,summer autumn winter spring winter summer autumn autumn,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
12,heldout_cand_001,replicated_candidate,9,11,heldout_symbolic_longer,heldout_symbolic_longer_0009,positive,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.838412284851074,-0.1039412383528704,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
11,heldout_cand_001,replicated_candidate,9,11,heldout_double_repeat,heldout_double_repeat_0011,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.1304903030395508,0.4735794067382812,0.4095611572265625,-0.0974534748505054,ok, blue, green,green black white red blue green black white red,green black white red blue green white black,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
12,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0017,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.290292739868164,-0.5003595352172852,-0.6585874557495117,-0.0883632867942917,ok, autumn, winter,winter spring summer autumn winter spring summer,winter spring summer autumn summer winter spring spring,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0001,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.290292739868164,-0.5003595352172852,-0.6585874557495117,-0.0883632867942917,ok, autumn, winter,winter spring summer autumn winter spring summer,winter spring summer autumn summer winter spring spring,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
10,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0001,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.290292739868164,-0.5003595352172852,-0.6284866333007812,-0.0715533104144309,ok, autumn, winter,winter spring summer autumn winter spring summer,winter spring summer autumn summer winter spring spring,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
12,heldout_cand_001,replicated_candidate,9,11,heldout_word_sequences,heldout_word_sequences_0017,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,1.290292739868164,-0.5003595352172852,-0.6150007247924805,-0.0640220277103909,ok, autumn, winter,winter spring summer autumn winter spring summer,winter spring summer autumn summer winter spring spring,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
11,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0016,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.563760757446289,3.762495478114072,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0005,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.563760757446289,3.762495478114072,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0010,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.445863723754883,4.479856491088867,4.439170837402344,1.1968914824374368,ok, M, N,N O P Q R M N O P Q R,N P R O Q M P N R O Q,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0005,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.136501312255859,0.386048474617147,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
11,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0016,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.136501312255859,0.386048474617147,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0004,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.884526252746582,0.3502404568680493,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
12,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0009,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.884526252746582,0.3502404568680493,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0018,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.9412975311279297,0.2994609994370508,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
11,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0020,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.9412975311279297,0.2994609994370508,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
11,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0011,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.651368141174316,0.2439282315744236,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0003,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,5.121158599853516,4.499801635742188,4.651368141174316,0.2439282315744236,ok, I, J,J K L G H I J K L G H,J L H K G I L J H K G,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
10,heldout_cand_001,replicated_candidate,9,11,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0005,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.100566864013672,0.1020740383455926,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
