seed,candidate_id,candidate_group,layer,head,family,example_id,heldout_family_type,intervention,intervention_status,position_label,position_status,head_specific_patch,actual_patch_scope,metric,clean_score,corrupt_score,patched_score,effect_size,effect_size_status,true_expected_next_token,wrong_or_control_token,clean_prompt,corrupt_prompt,source_run,inspection_bucket
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_symbolic_longer,heldout_symbolic_longer_0000,positive,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.445863723754883,4.479856491088867,4.504241943359375,-0.7173717876781506,ok, M, N,N O P Q R M N O P Q R,N P R O Q M P N R O Q,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_symbolic_longer,heldout_symbolic_longer_0003,positive,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.445863723754883,4.479856491088867,4.504241943359375,-0.7173717876781506,ok, M, N,N O P Q R M N O P Q R,N P R O Q M P N R O Q,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_word_sequences,heldout_word_sequences_0014,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,-0.4379825592041015,-0.5700702667236328,-0.6593217849731445,-0.6756988967827644,ok, north, south,south east west north south east west,south east west north west south east east,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_symbolic_longer,heldout_symbolic_longer_0000,positive,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.445863723754883,4.479856491088867,4.501029968261719,-0.6228818314442823,ok, M, N,N O P Q R M N O P Q R,N P R O Q M P N R O Q,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_number_sequences,heldout_number_sequences_0022,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,-0.4146556854248047,-1.1225929260253906,-1.376911163330078,-0.3592383939131864,ok, six, eight,eight two four six eight two four,eight two four six four eight two two,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_number_sequences,heldout_number_sequences_0018,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,-0.4146556854248047,-1.1225929260253906,-1.376911163330078,-0.3592383939131864,ok, six, eight,eight two four six eight two four,eight two four six four eight two two,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_number_sequences,heldout_number_sequences_0006,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,-0.4146556854248047,-1.1225929260253906,-1.376911163330078,-0.3592383939131864,ok, six, eight,eight two four six eight two four,eight two four six four eight two two,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,strongest_positive_failure
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_number_sequences,heldout_number_sequences_0000,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,-0.4146556854248047,-1.1225929260253906,-1.376911163330078,-0.3592383939131864,ok, six, eight,eight two four six eight two four,eight two four six four eight two two,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,strongest_positive_failure
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_symbolic_longer,heldout_symbolic_longer_0020,positive,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.156101226806641,3.8494749069213863,3.741155624389648,-0.3532615287959418,ok, T, U,U V W X S T U V W X S,U W S V X T W U S V X,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,strongest_positive_failure
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0010,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.445863723754883,4.479856491088867,4.383604049682617,2.831556503198294,ok, M, N,N O P Q R M N O P Q R,N P R O Q M P N R O Q,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0005,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.241205215454102,1.2134782346557338,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0016,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.241205215454102,1.2134782346557338,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0014,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.503328323364258,0.6582651719856861,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0000,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.503328323364258,0.6582651719856861,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0004,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.906073570251465,0.5624624286143673,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0009,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.950497627258301,3.848965644836426,3.89317798614502,0.4354523594830177,ok, H, I,I J K L G H I J K L G,I K G J L H K I G J L,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0014,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.647359848022461,0.313590885854086,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0000,control,head_clean_to_corrupt_patch,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,3.360525131225586,3.778402328491211,3.647359848022461,0.313590885854086,ok, B, C,C D E F A B C D E F A,C E A D F B E C A D F,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
11,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0016,control,head_mean_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.214191436767578,4.087650299072266,4.120523452758789,0.2597823465573375,ok, N, O,O P Q R M N O P Q R M,O Q M P R N Q O M P R,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162154_gpt2_small_induction_heldout_seed11,controls_that_moved
12,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0006,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.603740692138672,6.099722862243652,5.861747741699219,0.1590761743689323,ok, G, H,H I J K L G H I J K L,H J L I K G J H L I K,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_162753_gpt2_small_induction_heldout_seed12,controls_that_moved
10,heldout_cand_000,random_comparison_replicated,7,7,heldout_no_structure_same_tokens,heldout_no_structure_same_tokens_0006,control,head_zero_ablation,ok,final,ok,True,single_head_z,true_vs_control_logit_diff,4.603740692138672,6.099722862243652,5.861747741699219,0.1590761743689323,ok, G, H,H I J K L G H I J K L,H J L I K G J H L I K,/home/home/p/g/n/learning/ml_research/local-mi-lab/runs/20260626_161445_gpt2_small_induction_heldout_seed10,controls_that_moved
