counterexample_type,seed,candidate_id,candidate_group,layer,head,family,heldout_family_type,example_id,token_domain,sequence_length_bucket,intervention,position_label,effect_size,effect_size_status,true_expected_next_token,wrong_or_control_token,clean_prompt,corrupt_prompt
strongest_positive_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
strongest_positive_failure,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0005,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
strongest_positive_failure,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0001,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
strongest_positive_failure,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0006,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,ok, green, black,black white red blue green black white red blue black blue,black white red blue green blue red white black
strongest_positive_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
strongest_positive_failure,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,previous_occurrence,-0.4056552410730258,ok, dog, bird,bird fish horse cat dog bird fish horse cat bird cat,bird fish horse cat dog cat horse fish bird
control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0003,symbolic,short,head_zero_ablation,final,3.9638556118503088,ok, B, C,L M J K L M J,C D A B C D A
control_moved,22,heldout_cand_004,replicated_candidate,0,8,char_reversed_control,control,char_reversed_control_0000,symbolic,short,head_zero_ablation,final,2.329712146819206,ok, J, K,R N P Q R N P,K L M J M L K
control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0003,symbolic,short,head_mean_ablation,final,1.3437189260855154,ok, B, C,L M J K L M J,C D A B C D A
control_moved,21,heldout_cand_004,replicated_candidate,0,8,char_reversed_control,control,char_reversed_control_0008,symbolic,short,head_zero_ablation,final,0.5033469222103996,ok, B, C,P Q R N P Q R,C D A B A D C
control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_reversed_control,control,char_reversed_control_0007,symbolic,short,head_zero_ablation,final,0.2100904040781478,ok, K, L,G H E F G H E,L M J K J M L
control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0011,symbolic,short,head_zero_ablation,final,0.1971228789402819,ok, R, N,M J K L M J K,N P Q R N P Q
control_moved,22,heldout_cand_004,replicated_candidate,0,8,char_reversed_control,control,char_reversed_control_0000,symbolic,short,head_mean_ablation,final,0.1854849193967758,ok, J, K,R N P Q R N P,K L M J M L K
control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_reversed_control,control,char_reversed_control_0005,symbolic,short,head_zero_ablation,final,0.1497878090003429,ok, H, E,B C D A B C D,E F G H G F E
wrong_target_control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0003,symbolic,short,head_zero_ablation,final,3.9638556118503088,ok, B, C,L M J K L M J,C D A B C D A
wrong_target_control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0003,symbolic,short,head_mean_ablation,final,1.3437189260855154,ok, B, C,L M J K L M J,C D A B C D A
wrong_target_control_moved,20,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0011,symbolic,short,head_zero_ablation,final,0.1971228789402819,ok, R, N,M J K L M J K,N P Q R N P Q
wrong_target_control_moved,22,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0009,symbolic,short,head_zero_ablation,final,0.140251007468791,ok, F, G,D A B C D A B,G H E F G H E
wrong_target_control_moved,21,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0008,symbolic,short,head_zero_ablation,final,0.0952704307271398,ok, B, C,P Q R N P Q R,C D A B C D A
wrong_target_control_moved,21,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0008,symbolic,short,head_mean_ablation,final,0.0412988504787838,ok, B, C,P Q R N P Q R,C D A B C D A
wrong_target_control_moved,22,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0004,symbolic,short,head_zero_ablation,final,0.0317189898612329,ok, N, P,B C D A B C D,P Q R N P Q R
wrong_target_control_moved,21,heldout_cand_004,replicated_candidate,0,8,char_target_swap_control,control,char_target_swap_control_0003,symbolic,short,head_mean_ablation,final,0.0278847167408407,ok, N, P,N P Q R N P Q,P Q R N P Q R
token_domain_or_length_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,final,-3.7637761828843783,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
token_domain_or_length_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,previous_occurrence,-1.3752958245298528,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
token_domain_or_length_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
token_domain_or_length_failure,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0001,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
token_domain_or_length_failure,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0005,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
token_domain_or_length_failure,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0006,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,ok, green, black,black white red blue green black white red blue black blue,black white red blue green blue red white black
token_domain_or_length_failure,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
token_domain_or_length_failure,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,previous_occurrence,-0.4056552410730258,ok, dog, bird,bird fish horse cat dog bird fish horse cat bird cat,bird fish horse cat dog cat horse fish bird
position_intervention_mismatch,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,final,-3.7637761828843783,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
position_intervention_mismatch,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_zero_ablation,final,-1.2192680774187132,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
position_intervention_mismatch,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0005,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
position_intervention_mismatch,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0001,symbolic,medium,head_zero_ablation,final,-1.1527696166173866,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
position_intervention_mismatch,22,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0006,symbolic,medium,head_zero_ablation,final,-0.6716271793581559,ok, green, black,black white red blue green black white red blue black blue,black white red blue green blue red white black
position_intervention_mismatch,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_mean_ablation,final,-0.6158835984536146,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
position_intervention_mismatch,21,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_mean_ablation,final,-0.3995189575943466,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
position_intervention_mismatch,20,heldout_cand_004,replicated_candidate,0,8,char_multi_distractor,positive,char_multi_distractor_0003,symbolic,medium,head_zero_ablation,final,-0.3913578389501475,ok, B, C,C X Y A B C X Y A C A,C X Y A B A Y X C
